Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2
MERCEDES-BENZ,SL 450,TWO-SEATER,3,6,A9,Z,11.8,8.5,10.3,27,241
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,A9,Z,10,7.3,8.8,32,205
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9,31,212
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214
MINI,Cooper S 3 Door,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,Cooper S 3 Door,SUBCOMPACT,2,4,M6,Z,10.2,7.4,9,31,210
MINI,Cooper S 5 Door,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,Cooper S 5 Door,SUBCOMPACT,2,4,M6,Z,10.2,7.4,9,31,210
MINI,Cooper S Clubman ALL4,MID-SIZE,2,4,AS8,Z,10.4,7.6,9.2,31,214
MINI,Cooper S Clubman ALL4,MID-SIZE,2,4,M6,Z,11.4,7.7,9.7,29,227
MINI,Cooper S Convertible,MINICOMPACT,2,4,AS6,Z,9.4,7.2,8.4,34,197
MINI,Cooper S Convertible,MINICOMPACT,2,4,M6,Z,10.2,7.4,9,31,210
MINI,Cooper S Countryman ALL4,MID-SIZE,2,4,AS8,Z,10.5,7.6,9.2,31,215
MINI,Cooper S Countryman ALL4,MID-SIZE,2,4,M6,Z,11.3,7.8,9.7,29,228
MINI,John Cooper Works 3 Door,SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,John Cooper Works 3 Door,SUBCOMPACT,2,4,M6,Z,10.2,7.4,9,31,210
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2,4,AS8,Z,10.4,7.6,9.2,31,214
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2,4,M6,Z,11.4,7.7,9.7,29,227
MINI,John Cooper Works Convertible,MINICOMPACT,2,4,AS6,Z,9.4,7.2,8.4,34,197
MINI,John Cooper Works Convertible,MINICOMPACT,2,4,M6,Z,10.8,7.7,9.4,30,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2,4,AS8,Z,10.6,7.8,9.3,30,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2,4,M6,Z,11.3,7.8,9.7,29,228
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,148
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212
MITSUBISHI,Outlander 4WD,SUV - SMALL,3,6,AS6,Z,12,8.8,10.6,27,246
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.7,7.8,8.8,32,206
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,10.1,8.2,9.2,31,213
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13,9.7,11.5,25,271
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279
NISSAN,Altima,MID-SIZE,2.5,4,AV,X,8.6,6.1,7.4,38,174
NISSAN,Altima SR/Platinum,MID-SIZE,2,4,AV,X,9.1,6.9,8.1,35,190
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,38,177
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,35,190
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,15.5,18,364
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23,290
NISSAN,Frontier,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,10.3,12.7,22,299
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.8,11.5,13.9,20,326
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.1,11.5,13.5,21,317
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,22,295
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
NISSAN,Micra,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,186
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,28,240
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,27,242
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,8.8,9.3,30,218
NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11,26,259
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,AV7,X,8.6,7.2,8,35,188
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,M6,X,10.1,8.1,9.2,31,217
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2,4,AV7,X,9.1,7.6,8.4,34,198
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,192
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,32,204
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,8.8,6.6,7.8,36,183
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15,11.2,13.3,21,312
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331
NISSAN,Versa,MID-SIZE,1.6,4,AV,X,7.6,6.2,7,40,164
NISSAN,Versa,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
PORSCHE,911 Carrera,MINICOMPACT,3,6,AM7,Z,10.6,8,9.4,30,221
PORSCHE,911 Carrera,MINICOMPACT,3,6,M7,Z,11.8,8.1,10.1,28,237
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,227
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3,6,M7,Z,12,8.2,10.3,27,241
PORSCHE,911 Carrera GTS,MINICOMPACT,3,6,AM7,Z,11.5,9.1,10.4,27,243
PORSCHE,911 Carrera GTS,MINICOMPACT,3,6,M7,Z,13,8.9,11.2,25,260
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.7,26,249
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3,6,M7,Z,12.7,9,11,26,258
PORSCHE,911 Carrera S,MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,226
PORSCHE,911 Carrera S,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.3,27,242
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3,6,AM7,Z,10.8,8.4,9.7,29,228
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,243
PORSCHE,911 Carrera T,MINICOMPACT,3,6,AM7,Z,11.9,9.1,10.6,27,248
PORSCHE,911 Carrera T,MINICOMPACT,3,6,M7,Z,14.6,9.4,12.3,23,286
PORSCHE,911 Carrera 4,MINICOMPACT,3,6,AM7,Z,10.7,8.3,9.6,29,225
PORSCHE,911 Carrera 4,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,242
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3,6,AM7,Z,11,8.4,9.8,29,230
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.6,27,248
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3,6,M7,Z,12.8,8.9,11,26,257
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3,6,AM7,Z,11.9,9.3,10.7,26,250
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3,6,M7,Z,12.9,9.1,11.2,25,260
PORSCHE,911 Carrera 4S,MINICOMPACT,3,6,AM7,Z,11.1,8.5,9.9,29,232
PORSCHE,911 Carrera 4S,MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4,27,243
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3,6,AM7,Z,11,8.5,9.9,29,231
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 GT2 RS,TWO-SEATER,3.8,6,AM7,Z,15.3,11.2,13.5,21,315
PORSCHE,911 GT3,TWO-SEATER,4,6,AM7,Z,15.8,11.7,13.9,20,324
PORSCHE,911 GT3,TWO-SEATER,4,6,M6,Z,18,11.5,15.1,19,352
PORSCHE,911 GT3 RS,TWO-SEATER,4,6,AM7,Z,16.1,12.2,14.4,20,335
PORSCHE,911 GT3 Touring,TWO-SEATER,4,6,M6,Z,16.4,11.2,14.1,20,334
PORSCHE,911 Speedster,TWO-SEATER,4,6,M6,Z,17.4,12.4,15.1,19,350
PORSCHE,911 Targa 4,MINICOMPACT,3,6,AM7,Z,10.9,8.4,9.8,29,228
PORSCHE,911 Targa 4,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3,6,AM7,Z,12.1,9.2,10.8,26,251
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3,6,M7,Z,13.2,9.2,11.4,25,266
PORSCHE,911 Targa 4S,MINICOMPACT,3,6,AM7,Z,11.1,8.6,10,28,233
PORSCHE,911 Targa 4S,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 Turbo,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
PORSCHE,911 Turbo Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
PORSCHE,911 Turbo S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
PORSCHE,911 Turbo S Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
PORSCHE,911 Turbo S Exclusive Cabriolet,MINICOMPACT,3.8,6,AM7,Z,14.3,10.9,12.7,22,297
PORSCHE,Boxster,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
PORSCHE,Boxster,TWO-SEATER,2,4,M6,Z,11,8.3,9.8,29,229
PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249
PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11,26,257
PORSCHE,Boxster S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231
PORSCHE,Boxster S,TWO-SEATER,2.5,4,M6,Z,12.1,9,10.7,26,249
PORSCHE,Cayenne,SUV - STANDARD,3,6,AS8,Z,12.5,10,11.4,25,265
PORSCHE,Cayenne S,SUV - STANDARD,2.9,6,AS8,Z,12.9,10.4,11.8,24,275
PORSCHE,Cayenne Turbo,SUV - STANDARD,4,8,AS8,Z,15.6,12.4,14.1,20,329
PORSCHE,Cayman,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
PORSCHE,Cayman,TWO-SEATER,2,4,M6,Z,11,8.3,9.8,29,229
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11,26,257
PORSCHE,Cayman S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231
PORSCHE,Cayman S,TWO-SEATER,2.5,4,M6,Z,12.1,9,10.7,26,249
PORSCHE,Macan,SUV - SMALL,2,4,AM7,Z,12.2,10.2,11.3,25,264
PORSCHE,Macan S,SUV - SMALL,3,6,AM7,Z,12.9,10.2,11.7,24,272
PORSCHE,Panamera,FULL-SIZE,3,6,AM8,Z,12.4,8.7,10.7,26,250
PORSCHE,Panamera 4,FULL-SIZE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 Executive,FULL-SIZE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 ST,FULL-SIZE,3,6,AM8,Z,12.2,8.9,10.7,26,250
PORSCHE,Panamera 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S Executive,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
PORSCHE,Panamera GTS,FULL-SIZE,4,8,AM8,Z,14.5,10.2,12.6,22,295
PORSCHE,Panamera GTS ST,FULL-SIZE,4,8,AM8,Z,15.7,10.5,13.4,21,313
PORSCHE,Panamera Turbo,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo Executive,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo ST,FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9,24,279
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253
RAM,1500 HFE eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9,10.4,27,246
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11,13.8,20,325
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302
RAM,1500 Classic EcoDiesel,PICKUP TRUCK - STANDARD,3,6,A8,D,11.8,8.6,10.4,27,278
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17,17,283
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17,12,14.8,19,346
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11,13.6,21,319
RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3,6,A8,D,12.3,8.8,10.8,26,289
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18,16,300
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14,20,328
RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382
ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382
ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382
ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9,10.4,27,244
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6,33,200
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11.2,8.3,9.9,29,231
SUBARU,Crosstrek AWD,SUV - SMALL,2,4,AV7,X,8.8,7.2,8.1,35,188
SUBARU,Crosstrek AWD,SUV - SMALL,2,4,M6,X,10.5,8.1,9.4,30,220
SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9,7.2,8.2,34,192
SUBARU,Impreza 4-Door AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,174
SUBARU,Impreza 4-Door AWD,MID-SIZE,2,4,M5,X,10.1,7.5,8.9,32,209
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.6,7.6,37,177
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2,4,M5,X,10.1,7.7,9,31,211
SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7,8.2,34,193
SUBARU,Legacy AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241
SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198
SUBARU,Outback AWD,SUV - SMALL,3.6,6,AV6,X,12,8.7,10.5,27,247
SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.6,9.6,11.2,25,256
SUBARU,WRX AWD,COMPACT,2,4,M6,Z,11.3,8.5,10,28,235
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296
TOYOTA,4Runner 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,308
TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,204
TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.3,8.3,9.9,29,232
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,31,210
TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5,5.1,55,121
TOYOTA,C-HR,COMPACT,2,4,AS7,X,8.7,7.5,8.2,34,189
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174
TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163
TOYOTA,Corolla Hatchback,COMPACT,2,4,AV10,X,7.5,5.8,6.7,42,157
TOYOTA,Corolla Hatchback,COMPACT,2,4,M6,X,8.4,6.3,7.5,38,174
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6,27,250
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27,248
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109
TOYOTA,Prius c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6,47,140
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13,10.5,11.9,24,278
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299
TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,14.1,16.3,17,382
TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8,42,164
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,169
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2,4,AS8,Z,12,8.6,10.4,27,244
VOLKSWAGEN,Atlas,SUV - SMALL,2,4,AS8,X,11.6,9.1,10.5,27,245
VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286
VOLKSWAGEN,Beetle,COMPACT,2,4,AS6,X,9,7.1,8.2,34,191
VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2,4,AS6,X,9,7.1,8.2,34,191
VOLKSWAGEN,Beetle Dune,COMPACT,2,4,AS6,X,9.1,6.9,8.1,35,189
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2,4,AS6,X,9.1,6.9,8.1,35,189
VOLKSWAGEN,Golf,COMPACT,1.4,4,AS8,X,8.1,6.4,7.4,38,172
VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172
VOLKSWAGEN,Golf GTI,COMPACT,2,4,AM7,X,9.6,7.5,8.6,33,202
VOLKSWAGEN,Golf GTI,COMPACT,2,4,M6,X,9.8,7.3,8.7,32,203
VOLKSWAGEN,Golf R,COMPACT,2,4,AM7,Z,10.2,7.9,9.2,31,213
VOLKSWAGEN,Golf R,COMPACT,2,4,M6,Z,11.4,8.2,9.9,29,232
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8,9.4,30,220
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,M6,X,8.2,6.3,7.4,38,172
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218
VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS8,X,7.8,5.9,7,40,162
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7,40,163
VOLKSWAGEN,Jetta GLI,COMPACT,2,4,AM7,X,9.3,7.2,8.4,34,196
VOLKSWAGEN,Jetta GLI,COMPACT,2,4,M6,X,9.6,7.3,8.5,33,200
VOLKSWAGEN,Passat,MID-SIZE,2,4,AS6,X,9.3,6.5,8.1,35,188
